-240.12,67.16,321.08
-240.12,64.40,322.92
-242.88,68.08,323.84
-241.96,67.16,323.84
-241.96,66.24,322.92
-241.04,65.32,319.24
-240.12,65.32,322.92
-236.44,65.32,322.00
-239.20,65.32,320.16
-240.12,68.08,321.08
-239.20,65.32,322.00
-240.12,64.40,322.92
-239.20,68.08,322.00
-240.12,64.40,319.24
-236.44,67.16,321.08
-238.28,67.16,322.92
-238.28,65.32,321.08
-241.04,65.32,322.92
-240.12,64.40,321.08
-240.12,62.56,320.16
-242.88,67.16,322.92
-241.04,64.40,322.92
-241.04,65.32,321.08
-241.04,62.56,323.84
-239.20,66.24,320.16
-241.04,66.24,322.92
-241.04,65.32,322.00
-239.20,66.24,321.08
-240.12,65.32,322.00
-240.12,66.24,322.00
-240.12,68.08,322.92
-241.96,69.00,319.24
-241.04,68.08,322.92
-241.96,66.24,322.00
-240.12,66.24,322.92
-241.96,64.40,322.00
-238.28,64.40,320.16
-241.04,67.16,322.00
-241.96,67.16,320.16
-243.80,66.24,322.92
-240.12,62.56,321.08
-241.04,66.24,321.08
-241.96,66.24,322.00
-241.04,67.16,322.92
-241.96,65.32,322.00
-240.12,67.16,321.08
-239.20,64.40,322.00
-240.12,66.24,321.08
-240.12,65.32,322.92
-241.96,67.16,322.92
-241.04,66.24,322.92
-241.04,64.40,321.08
-239.20,65.32,322.92
-240.12,65.32,320.16
-241.96,67.16,322.00
-242.88,65.32,322.92
-241.96,64.40,322.00
-241.04,65.32,321.08
-241.96,67.16,322.00
-239.20,68.08,322.92
-241.04,67.16,320.16
-242.88,64.40,323.84
-241.96,66.24,322.00
-240.12,66.24,323.84
-241.04,65.32,319.24
-241.04,68.08,320.16
-241.04,64.40,322.92
-241.96,66.24,324.76
-240.12,66.24,322.92
-241.04,65.32,320.16
-241.04,69.00,322.00
-240.12,66.24,322.92
-241.96,66.24,322.00
-241.04,69.00,322.92
-242.88,65.32,322.92
-241.04,69.00,323.84
-243.80,65.32,323.84
-242.88,69.00,322.00
-242.88,65.32,323.84
-240.12,69.00,322.00
-240.12,64.40,320.16
-240.12,68.08,320.16
-241.04,66.24,322.00
-240.12,66.24,320.16
-241.96,65.32,321.08
-241.96,67.16,322.92
-240.12,65.32,321.08
-236.44,65.32,320.16
-241.04,64.40,320.16
-241.04,66.24,319.24
-241.04,65.32,322.92
-240.12,66.24,322.00
-239.20,67.16,320.16
-242.88,65.32,322.00
-241.96,66.24,322.92
-240.12,68.08,321.08
-240.12,69.92,322.92
-241.04,68.08,322.00
-238.28,64.40,322.00
-241.04,65.32,321.08
